sid	text	aspect	sentiment
3155	They are often crowded on the weekends but they are efficient and accurate with their service.	service	positive
3155	They are often crowded on the weekends but they are efficient and accurate with their service.	ambience	negative
1688	All my co-workers were amazed at how small the dish was.	food	negative
598	The atmosphere is unheralded, the service impecible, and the food magnificant.	food	positive
598	The atmosphere is unheralded, the service impecible, and the food magnificant.	service	positive
598	The atmosphere is unheralded, the service impecible, and the food magnificant.	ambience	positive
2926	We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.	food	negative
3083	The wait staff is friendly, and the food has gotten better and better!	food	positive
3083	The wait staff is friendly, and the food has gotten better and better!	service	positive
2977	It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.	food	positive
2604	Right off the L in Brooklyn this is a nice cozy place with good pizza.	food	positive
2604	Right off the L in Brooklyn this is a nice cozy place with good pizza.	ambience	positive
473	I've never been treated so rudely.	service	negative
2960	Le Pere Pinard has a $15 pre-theater menu that is outstanding.	food	positive
1383	I also ordered for delivery and the restaurant forgot half the order.	service	negative
892	Our server checked on us maybe twice during the entire meal.	service	negative
3423	We had the lobster sandwich and it was FANTASTIC.	food	positive
1197	Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!	service	negative
2274	Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.	food	positive
2274	Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.	price	positive
2804	Deep Fried Skewers are good and still rare to find in NYC.	food	positive
194	I have tried to make reservations, but both times, the hostess didn't have my name.	service	negative
148	I also recommend the rice dishes or the different varieties of congee (rice porridge).	food	positive
2747	Their tuna tartar appetizer is to die for.	food	positive
856	An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.	food	positive
2033	If you love wine and cheese and delicious french fare, you'll love Artisanal!	food	positive
1402	I love Indian food and consider myself to be quite an expert on it.	food	positive
439	Some baby pizzas get their wish.	food	neutral
3360	Plenty of choices to make your own creation.	food	positive
2949	It was tiny and I felt like I was eating in someone's living room.	ambience	negative
2053	Overall A oh ya even though there is waiting it is deff worth it	service	negative
3316	The lava cake dessert was incredible and I recommend it.	food	positive
738	From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.	food	negative
738	From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.	service	negative
1549	Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.	food	positive
1549	Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.	price	positive
2941	good selection of wines ranging from affordable to high end.	food	positive
362	Nice restaurant overall, with classic upscale Italian decor.	ambience	positive
2921	Not impressed with the food.	food	negative
1878	The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.	food	positive
858	Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.	service	positive
3376	Order the panang duck, it's fantastic.	food	positive
1404	They have authentic Indian at amazin prices.	food	positive
1404	They have authentic Indian at amazin prices.	price	positive
645	You are treated just like royality.	service	positive
1819	Ambiance- relaxed and stylish.	ambience	positive
2639	Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.	food	positive
1474	Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	food	negative
1553	Looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).	ambience	negative
2059	and yes Dal Bukhara is so dam good and so are all the kababs.	food	positive
2385	I've been coming here as a child and always come back for the taste.	food	positive
2498	Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.	food	positive
2498	Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.	ambience	positive
2498	Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.	price	positive
2469	A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.	food	positive
567	Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.	food	negative
3517	The food always tastes fresh and served promptly.	food	positive
3517	The food always tastes fresh and served promptly.	service	positive
1599	The pizza here is delicious.	food	positive
2548	Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!	food	positive
2548	Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!	service	positive
759	For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.	food	positive
3175	But who says Murray's is anything about service.	service	neutral
2209	This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.	food	negative
1352	Hats off to the chef.	food	positive
3537	Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.	service	negative
1743	The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.	food	positive
1321	Its an excellent place to relax and the food is one of the best in the city of New York.	food	positive
1321	Its an excellent place to relax and the food is one of the best in the city of New York.	ambience	positive
2907	service is friendly, and never had a problem walking in and getting a table.	service	positive
2588	First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.	service	negative
3130	The food was bland oily.	food	negative
709	What is even better, is that the prices are very affordable as well, and the food is really good.	food	positive
709	What is even better, is that the prices are very affordable as well, and the food is really good.	price	positive
2302	Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.	food	positive
1110	And Kruno, the beverage manager is the best bartender I have yet to come across.	service	positive
973	Ambiance and music funky, which I enjoy.	ambience	positive
2132	The food, drinks and service are clearly among the best in the city.	food	positive
2132	The food, drinks and service are clearly among the best in the city.	service	positive
1184	It's a really great deal, considering we got full off of four dollars.	price	positive
250	I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.	food	positive
250	I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.	ambience	positive
250	I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.	service	positive
2988	Last time I went here, the waitress didn't come back after taking our order.	service	negative
3092	Try the tandoori salmon!	food	positive
3686	Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.	ambience	positive
1922	Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.	service	positive
1922	Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.	ambience	negative
2454	I love the atmorphere @ peep!	ambience	positive
603	The service was attentive and her suggestions of menu items was right on the mark.	service	positive
678	The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.	food	positive
1830	Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!	food	positive
1408	It's a rather cramped and busy restaurant and it closes early.	ambience	negative
2521	The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.	food	negative
2521	The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.	service	negative
2521	The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.	ambience	positive
1918	We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.	food	positive
2166	They were served warm and had a soft fluffy interior.	food	positive
887	What came to our table was burned beyond recognition and stringy.	food	negative
2448	I had the Pad Thai and the noodles were sticky.	food	negative
1478	Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.	price	positive
1413	Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.	food	positive
3129	The hostess is rude to the point of being offensive.	service	negative
2271	If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!	food	positive
2271	If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!	service	negative
1554	A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.	ambience	negative
2306	The food is great.	food	positive
1975	Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.	food	positive
3699	Lunch came with pickels and slaw, no extra charge.	price	positive
2875	Decent wine at reasonable prices.	food	positive
2875	Decent wine at reasonable prices.	price	positive
2303	All conveniently delivered right to the door.	service	positive
2513	even the wine by the glass was good.	food	positive
809	would have rather tried terrace in the sky or water club for that price	price	negative
141	This dish is my favorite and I always get it when I go there and never get tired of it.	food	positive
3655	I also ordered the Change Mojito, which was out of this world.	food	positive
2098	Okay service.	service	neutral
1624	The only thing more wonderful than the food (which is exceptional) is the service.	food	positive
1624	The only thing more wonderful than the food (which is exceptional) is the service.	service	positive
2377	The food was just awful, ATROCIOUS actually.	food	negative
338	The soup for the udon was soy sauce and water.	food	negative
1630	The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	food	positive
1907	The waitress suggested glasses of wine that went very well with the food.	food	positive
1907	The waitress suggested glasses of wine that went very well with the food.	service	positive
1535	They might be all business at the counter when you give your order, but their food says I love you.	food	positive
1535	They might be all business at the counter when you give your order, but their food says I love you.	service	negative
3202	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	food	positive
449	Try their plain pizza with fresh garlic or eggplant.	food	positive
345	The service is awful.	service	negative
1494	The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!	food	positive
1085	Trust me, it will be great, and all of it will be devoured in no time.	food	positive
1315	Amma has the worst value for money I have experienced in NYC over the past 2 years.	price	negative
688	I think this would be a pretty good spot if it were not so overpriced and overrated.	price	negative
2393	Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.	service	positive
1278	The pizza is good though.	food	positive
2201	bottles of wine are cheap and good.	price	positive
2201	bottles of wine are cheap and good.	food	positive
620	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.	food	positive
3541	They didn't give us the dinner special until we asked for it.	service	negative
865	You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	food	positive
375	word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	food	positive
2126	Very good service and very good prices.	service	positive
2126	Very good service and very good prices.	price	positive
846	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	service	positive
2158	Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.	food	positive
1578	Our food was great too!	food	positive
1319	The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.	service	negative
1115	Please try the Filet Mignon, its just the most tender piece ever.	food	positive
3396	Everything we had was pretty good, but we have only been there once.	food	positive
395	The sake menu should not be overlooked!	food	positive
3102	the drinks are amazing and half off till 8pm.	food	positive
3102	the drinks are amazing and half off till 8pm.	price	positive
984	i've been back to nha trang literally a hundred times for the beef cubes - they're that good.	food	positive
1969	The service, wine selection, ambiance are all outstanding and deserve recognition.	food	positive
1969	The service, wine selection, ambiance are all outstanding and deserve recognition.	service	positive
1969	The service, wine selection, ambiance are all outstanding and deserve recognition.	ambience	positive
1330	It was rather pathetic that it took them over an hour to seat us.	service	negative
754	It's really also the service, is good and the waiters are friendly.	service	positive
999	It is set far from the small street it's on, and there is no traffic noise.	ambience	positive
2503	Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.	ambience	neutral
940	I felt as though I were eating in Paris.	ambience	positive
247	Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.	food	positive
2823	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	food	positive
2823	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	service	positive
2823	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	ambience	positive
349	Nice value.	price	positive
1611	And it was quick which is very important.	service	positive
2396	All the NYU students love this place so it makes for a fun young atmosphere.	ambience	positive
139	The food here does a great service to the name (Cantonese that is...).	food	positive
841	But, nothing stands out about the cooking.	food	neutral
3477	Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.	ambience	positive
3477	Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.	food	positive
90	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	food	positive
90	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	price	positive
1104	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	food	negative
2563	I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.	food	positive
2790	Too bad the food wasn't of the same heritage.	food	negative
323	The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.	service	negative
1891	The food was really good, I had the onion soup and it was one of the best ever.	food	positive
2980	I'm not picky - but it was actually gross.	food	negative
3451	overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.	price	positive
1551	Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.	service	positive
1551	Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.	ambience	negative
1785	It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.	food	neutral
1785	It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.	price	negative
406	It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.	food	positive
3650	When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.	service	negative
2084	The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).	food	negative
3584	Also they were $15 each!	price	negative
2212	If you want good authentic Thai this place is not the place to go.	food	negative
1138	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.	food	neutral
128	If you want some roast duck, pork or chicken on rice with ginger, try them out!	food	positive
2124	Staff is very accomodating.	service	positive
2801	Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).	food	positive
2140	Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.	service	positive
2447	Not pretentious and very economical.	ambience	positive
2447	Not pretentious and very economical.	price	positive
224	The food was terrific and the service classy, attentive, without being overbearing.	food	positive
224	The food was terrific and the service classy, attentive, without being overbearing.	service	positive
2434	This is an amazing place to try some roti rolls.	food	positive
459	Fresh ingredients and everything is made to order.	food	positive
3042	We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.	service	positive
152	Quick and friendly service.	service	positive
225	Somewhat pricey but what the heck.	price	negative
2424	It's true, this place is not cheap.	price	negative
494	Try the hot dogs too, they're snappy and delicious.	food	positive
1033	Delivery is fast too.	service	positive
2486	The noise level was unbearable, conversation impossible.	ambience	negative
2307	Personal pans are the perfect size for those hungry nights.	food	positive
1646	Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.	food	positive
318	The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.	ambience	positive
318	The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.	price	positive
198	Odd for Ave B, not just odd, The place attracts an eclectic crowd to say the least.	ambience	neutral
2062	just got back from lunch at Tamarind and it was excellent.	food	positive
3557	head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's.	food	positive
38	The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).	service	negative
1957	Try the cheesecake!	food	positive
1542	As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.	service	negative
1542	As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.	food	negative
2328	Great Indian food and the service is incredible.	food	positive
2328	Great Indian food and the service is incredible.	service	positive
504	Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.	food	positive
504	Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.	ambience	positive
1538	We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.	food	negative
2482	Especially liked chicken tikka and the naan, and the dals.	food	positive
791	The waiters were not attentive except that the bill turned up on the table before we were finished.	service	negative
998	The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.	ambience	positive
3281	We generally like good restaurants and eat out often but Kai was way to expensive for what we got.	price	negative
2607	The sangria was pretty tasty and good on a hot muggy day.	food	positive
3578	For the people who want great food plus great service, Roxy is a place to AVOID!	food	negative
3578	For the people who want great food plus great service, Roxy is a place to AVOID!	service	negative
572	I had the best ravioli ever.	food	positive
45	Ive been here a bunch of times now and the service is always outstanding.	service	positive
2445	The bill is approximately $25 for 2 at lunch without drinks.	price	neutral
3217	Quite frankly, this is some of the worst sushi I have ever tried.	food	negative
1188	The food is great, service is ok.	food	positive
1188	The food is great, service is ok.	service	neutral
1973	The overall price tag was very very expensive, something I did expect.	price	negative
2392	Spice is great Thai food, love the inexpensive appetizers.	food	positive
2392	Spice is great Thai food, love the inexpensive appetizers.	price	positive
1044	Even after they overcharged me the last time I was there.	service	negative
925	The service was attentive.	service	positive
1828	He not only makes his own homemade mozzarella, but every pie is ultra fresh.	food	positive
2363	Fish was overdone.	food	negative
2831	When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.	ambience	positive
2479	We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.	food	positive
2479	We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.	service	positive
985	also make sure you pay attention to the music being piped in - quite a weird selection.	ambience	neutral
1843	The establishment scores big points in presentation and style.	ambience	positive
2102	The rest of the dim sum, though pricey by Chinatown standards, is worth it.	food	positive
2102	The rest of the dim sum, though pricey by Chinatown standards, is worth it.	price	negative
2149	Good food.	food	positive
964	The wait staff is very friendly, if not overly efficient.	service	positive
766	The dim sum however was very good.	food	positive
2501	Service has always been friendly and efficient.	service	positive
2222	Went there and had a combination of different seafood dishes and appetizers.	food	neutral
773	All we received was an apology as we left to see our show without dinner.	service	negative
368	The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.	service	negative
994	Prices are very good.	price	positive
366	We could not catch our waiter's eye, and he ignored us.	service	negative
1270	Plain and simple it's bad thai food.	food	negative
3128	They refuse to seat parties of 3 or more on weekends.	service	negative
2097	Usually 3 vs. 4 items per dish.	food	neutral
3145	The Dim Sum was so-so, but not spectacular.	food	neutral
790	The food was so-so.	food	neutral
9	The waitress, seems to be more concerned of looking good than actually waitressing.	service	negative
3085	The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.	ambience	positive
1448	What a ripoff!	price	negative
1817	Food-awesome.	food	positive
2512	good music, great food, speedy service affordable prices.	food	positive
2512	good music, great food, speedy service affordable prices.	service	positive
2512	good music, great food, speedy service affordable prices.	ambience	positive
2512	good music, great food, speedy service affordable prices.	price	positive
3441	The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.	price	negative
3260	May, the owner always has a smile on her and will warmly greet you.	service	positive
1971	The sides were ok and incredibly salty.	food	negative
797	For some reason, all the seafood on the menu was unavailable except for the Salmon.	food	negative
2900	The beverages were excellent, and the dessert was good.	food	positive
3122	The hostess and the waitress were incredibly rude and did everything they could to rush us out.	service	negative
3295	I must say the view of NYC is so beautiful!	ambience	positive
1130	If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.	food	positive
1652	Otherwise, this place has great service and prices and a nice friendly atmosphere.	service	positive
1652	Otherwise, this place has great service and prices and a nice friendly atmosphere.	ambience	positive
1652	Otherwise, this place has great service and prices and a nice friendly atmosphere.	price	positive
2128	Highly recommend this as great value for excellent sushi and service.	food	positive
2128	Highly recommend this as great value for excellent sushi and service.	service	positive
2128	Highly recommend this as great value for excellent sushi and service.	price	positive
2835	This place would be so much better served by being run by a group that actually understands customer service.	service	negative
778	A++   The service was good to excellent along with the attitude.	service	positive
1672	The food is awesome - definitely try the striped bass.	food	positive
3694	black white shakes came out good also.	food	positive
2452	The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.	ambience	negative
1250	I ordered the chu chu curry and my friend ordered the pad thai chicken.	food	neutral
3234	We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.	food	neutral
1533	However, they've got the most amazing pastrami and the soups hit the spot.	food	positive
1055	Great bagels made the old-fashioned way.	food	positive
1784	This is some really good, inexpensive sushi.	food	positive
1784	This is some really good, inexpensive sushi.	price	positive
2178	my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.	food	positive
1689	I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.	food	negative
771	For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.	service	negative
3370	The pizza is delicious and the proprietor is one of the nicest in NYC.	food	positive
3370	The pizza is delicious and the proprietor is one of the nicest in NYC.	service	positive
1988	For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.	price	negative
3535	The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.	ambience	positive
3535	The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.	price	positive
3535	The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.	food	positive
2449	The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.	food	positive
2449	The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.	service	positive
993	The setting is casual and romantic.	ambience	positive
2840	Terrible, terrible management - deserves to be shut-down.	service	negative
1034	Great friendly service, Fast seating, Fast Delivery, Excellent sushi.	food	positive
1034	Great friendly service, Fast seating, Fast Delivery, Excellent sushi.	service	positive
2709	The desserts are more appealing then stuffy overpriced French restaurants.	food	positive
